"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Bosnia and Herz. (BA)","21.03.2021 15:00 - 21.03.2021 16:00 (CET)","N/A","271","N/A","N/A","949","N/A","N/A","N/A","N/A","N/A","N/A","N/A","841","N/A","N/A","N/A","N/A","n/e","N/A","n/e","96"
"Bosnia and Herz. (BA)","21.03.2021 16:00 - 21.03.2021 17:00 (CET)","N/A","271","N/A","N/A","942","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1006","N/A","N/A","N/A","N/A","n/e","N/A","n/e","98"
"Bosnia and Herz. (BA)","21.03.2021 17:00 - 21.03.2021 18:00 (CET)","N/A","271","N/A","N/A","944","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1136","N/A","N/A","N/A","N/A","n/e","N/A","n/e","99"
"Bosnia and Herz. (BA)","21.03.2021 18:00 - 21.03.2021 19:00 (CET)","N/A","271","N/A","N/A","948","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1286","N/A","N/A","N/A","N/A","n/e","N/A","n/e","96"
"Bosnia and Herz. (BA)","21.03.2021 19:00 - 21.03.2021 20:00 (CET)","N/A","271","N/A","N/A","941","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1304","N/A","N/A","N/A","N/A","n/e","N/A","n/e","93"
"Bosnia and Herz. (BA)","21.03.2021 20:00 - 21.03.2021 21:00 (CET)","N/A","271","N/A","N/A","945","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1177","N/A","N/A","N/A","N/A","n/e","N/A","n/e","85"
"Bosnia and Herz. (BA)","21.03.2021 21:00 - 21.03.2021 22:00 (CET)","N/A","271","N/A","N/A","951","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1016","N/A","N/A","N/A","N/A","n/e","N/A","n/e","79"
"Bosnia and Herz. (BA)","21.03.2021 22:00 - 21.03.2021 23:00 (CET)","N/A","271","N/A","N/A","944","N/A","N/A","N/A","N/A","N/A","N/A","N/A","811","N/A","N/A","N/A","N/A","n/e","N/A","n/e","75"
"Bosnia and Herz. (BA)","21.03.2021 23:00 - 22.03.2021 00:00 (CET)","N/A","271","N/A","N/A","902","N/A","N/A","N/A","N/A","N/A","N/A","N/A","659","N/A","N/A","N/A","N/A","n/e","N/A","n/e","74"
"Bosnia and Herz. (BA)","22.03.2021 00:00 - 22.03.2021 01:00 (CET)","N/A","272","N/A","N/A","891","N/A","N/A","N/A","N/A","N/A","N/A","N/A","531","N/A","N/A","N/A","N/A","n/e","N/A","n/e","74"
"Bosnia and Herz. (BA)","22.03.2021 01:00 - 22.03.2021 02:00 (CET)","N/A","272","N/A","N/A","881","N/A","N/A","N/A","N/A","N/A","N/A","N/A","391","N/A","N/A","N/A","N/A","n/e","N/A","n/e","76"
"Bosnia and Herz. (BA)","22.03.2021 02:00 - 22.03.2021 03:00 (CET)","N/A","272","N/A","N/A","876","N/A","N/A","N/A","N/A","N/A","N/A","N/A","372","N/A","N/A","N/A","N/A","n/e","N/A","n/e","71"
"Bosnia and Herz. (BA)","22.03.2021 03:00 - 22.03.2021 04:00 (CET)","N/A","272","N/A","N/A","866","N/A","N/A","N/A","N/A","N/A","N/A","N/A","380","N/A","N/A","N/A","N/A","n/e","N/A","n/e","70"
"Bosnia and Herz. (BA)","22.03.2021 04:00 - 22.03.2021 05:00 (CET)","N/A","272","N/A","N/A","868","N/A","N/A","N/A","N/A","N/A","N/A","N/A","389","N/A","N/A","N/A","N/A","n/e","N/A","n/e","71"
"Bosnia and Herz. (BA)","22.03.2021 05:00 - 22.03.2021 06:00 (CET)","N/A","272","N/A","N/A","872","N/A","N/A","N/A","N/A","N/A","N/A","N/A","482","N/A","N/A","N/A","N/A","n/e","N/A","n/e","71"
"Bosnia and Herz. (BA)","22.03.2021 06:00 - 22.03.2021 07:00 (CET)","N/A","272","N/A","N/A","916","N/A","N/A","N/A","N/A","N/A","N/A","N/A","923","N/A","N/A","N/A","N/A","n/e","N/A","n/e","71"
"Bosnia and Herz. (BA)","22.03.2021 07:00 - 22.03.2021 08:00 (CET)","N/A","272","N/A","N/A","927","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1196","N/A","N/A","N/A","N/A","n/e","N/A","n/e","71"
"Bosnia and Herz. (BA)","22.03.2021 08:00 - 22.03.2021 09:00 (CET)","N/A","272","N/A","N/A","929","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1344","N/A","N/A","N/A","N/A","n/e","N/A","n/e","73"
"Bosnia and Herz. (BA)","22.03.2021 09:00 - 22.03.2021 10:00 (CET)","N/A","272","N/A","N/A","923","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1370","N/A","N/A","N/A","N/A","n/e","N/A","n/e","75"
"Bosnia and Herz. (BA)","22.03.2021 10:00 - 22.03.2021 11:00 (CET)","N/A","272","N/A","N/A","920","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1360","N/A","N/A","N/A","N/A","n/e","N/A","n/e","80"
"Bosnia and Herz. (BA)","22.03.2021 11:00 - 22.03.2021 12:00 (CET)","N/A","272","N/A","N/A","920","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1322","N/A","N/A","N/A","N/A","n/e","N/A","n/e","82"
"Bosnia and Herz. (BA)","22.03.2021 12:00 - 22.03.2021 13:00 (CET)","N/A","271","N/A","N/A","925","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1091","N/A","N/A","N/A","N/A","n/e","N/A","n/e","83"
"Bosnia and Herz. (BA)","22.03.2021 13:00 - 22.03.2021 14:00 (CET)","N/A","271","N/A","N/A","906","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1040","N/A","N/A","N/A","N/A","n/e","N/A","n/e","91"
"Bosnia and Herz. (BA)","22.03.2021 14:00 - 22.03.2021 15:00 (CET)","N/A","255","N/A","N/A","913","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1041","N/A","N/A","N/A","N/A","n/e","N/A","n/e","95"
"Bosnia and Herz. (BA)","22.03.2021 15:00 - 22.03.2021 16:00 (CET)","N/A","271","N/A","N/A","920","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1060","N/A","N/A","N/A","N/A","n/e","N/A","n/e","97"
"Bosnia and Herz. (BA)","22.03.2021 16:00 - 22.03.2021 17:00 (CET)","N/A","271","N/A","N/A","920","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1162","N/A","N/A","N/A","N/A","n/e","N/A","n/e","96"
"Bosnia and Herz. (BA)","22.03.2021 17:00 - 22.03.2021 18:00 (CET)","N/A","271","N/A","N/A","919","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1382","N/A","N/A","N/A","N/A","n/e","N/A","n/e","99"
"Bosnia and Herz. (BA)","22.03.2021 18:00 - 22.03.2021 19:00 (CET)","N/A","272","N/A","N/A","918","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1480","N/A","N/A","N/A","N/A","n/e","N/A","n/e","99"
"Bosnia and Herz. (BA)","22.03.2021 19:00 - 22.03.2021 20:00 (CET)","N/A","272","N/A","N/A","904","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1491","N/A","N/A","N/A","N/A","n/e","N/A","n/e","98"
"Bosnia and Herz. (BA)","22.03.2021 20:00 - 22.03.2021 21:00 (CET)","N/A","272","N/A","N/A","915","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1407","N/A","N/A","N/A","N/A","n/e","N/A","n/e","97"
"Bosnia and Herz. (BA)","22.03.2021 21:00 - 22.03.2021 22:00 (CET)","N/A","272","N/A","N/A","929","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1233","N/A","N/A","N/A","N/A","n/e","N/A","n/e","92"
"Bosnia and Herz. (BA)","22.03.2021 22:00 - 22.03.2021 23:00 (CET)","N/A","272","N/A","N/A","923","N/A","N/A","N/A","N/A","N/A","N/A","N/A","908","N/A","N/A","N/A","N/A","n/e","N/A","n/e","91"
"Bosnia and Herz. (BA)","22.03.2021 23:00 - 23.03.2021 00:00 (CET)","N/A","272","N/A","N/A","913","N/A","N/A","N/A","N/A","N/A","N/A","N/A","693","N/A","N/A","N/A","N/A","n/e","N/A","n/e","92"
"Bosnia and Herz. (BA)","23.03.2021 00:00 - 23.03.2021 01:00 (CET)","N/A","273","N/A","N/A","1116","N/A","N/A","N/A","N/A","N/A","N/A","N/A","924","N/A","N/A","N/A","N/A","n/e","N/A","n/e","113"
"Bosnia and Herz. (BA)","23.03.2021 01:00 - 23.03.2021 02:00 (CET)","N/A","273","N/A","N/A","948","N/A","N/A","N/A","N/A","N/A","N/A","N/A","723","N/A","N/A","N/A","N/A","n/e","N/A","n/e","119"
"Bosnia and Herz. (BA)","23.03.2021 02:00 - 23.03.2021 03:00 (CET)","N/A","273","N/A","N/A","1081","N/A","N/A","N/A","N/A","N/A","N/A","N/A","478","N/A","N/A","N/A","N/A","n/e","N/A","n/e","127"
"Bosnia and Herz. (BA)","23.03.2021 03:00 - 23.03.2021 04:00 (CET)","N/A","273","N/A","N/A","874","N/A","N/A","N/A","N/A","N/A","N/A","N/A","457","N/A","N/A","N/A","N/A","n/e","N/A","n/e","115"
"Bosnia and Herz. (BA)","23.03.2021 04:00 - 23.03.2021 05:00 (CET)","N/A","273","N/A","N/A","845","N/A","N/A","N/A","N/A","N/A","N/A","N/A","488","N/A","N/A","N/A","N/A","n/e","N/A","n/e","80"
"Bosnia and Herz. (BA)","23.03.2021 05:00 - 23.03.2021 06:00 (CET)","N/A","273","N/A","N/A","898","N/A","N/A","N/A","N/A","N/A","N/A","N/A","691","N/A","N/A","N/A","N/A","n/e","N/A","n/e","63"
"Bosnia and Herz. (BA)","23.03.2021 06:00 - 23.03.2021 07:00 (CET)","N/A","273","N/A","N/A","904","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1004","N/A","N/A","N/A","N/A","n/e","N/A","n/e","73"
"Bosnia and Herz. (BA)","23.03.2021 07:00 - 23.03.2021 08:00 (CET)","N/A","272","N/A","N/A","914","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1367","N/A","N/A","N/A","N/A","n/e","N/A","n/e","55"
"Bosnia and Herz. (BA)","23.03.2021 08:00 - 23.03.2021 09:00 (CET)","N/A","266","N/A","N/A","881","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1471","N/A","N/A","N/A","N/A","n/e","N/A","n/e","38"
"Bosnia and Herz. (BA)","23.03.2021 09:00 - 23.03.2021 10:00 (CET)","N/A","273","N/A","N/A","927","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1528","N/A","N/A","N/A","N/A","n/e","N/A","n/e","34"
"Bosnia and Herz. (BA)","23.03.2021 10:00 - 23.03.2021 11:00 (CET)","N/A","273","N/A","N/A","1248","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1435","N/A","N/A","N/A","N/A","n/e","N/A","n/e","40"
"Bosnia and Herz. (BA)","23.03.2021 11:00 - 23.03.2021 12:00 (CET)","N/A","273","N/A","N/A","1052","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1268","N/A","N/A","N/A","N/A","n/e","N/A","n/e","41"
"Bosnia and Herz. (BA)","23.03.2021 12:00 - 23.03.2021 13:00 (CET)","N/A","272","N/A","N/A","754","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1028","N/A","N/A","N/A","N/A","n/e","N/A","n/e","38"
"Bosnia and Herz. (BA)","23.03.2021 13:00 - 23.03.2021 14:00 (CET)","N/A","271","N/A","N/A","1022","N/A","N/A","N/A","N/A","N/A","N/A","N/A","980","N/A","N/A","N/A","N/A","n/e","N/A","n/e","9"
"Bosnia and Herz. (BA)","23.03.2021 14:00 - 23.03.2021 15:00 (CET)","N/A","271","N/A","N/A","1104","N/A","N/A","N/A","N/A","N/A","N/A","N/A","952","N/A","N/A","N/A","N/A","n/e","N/A","n/e","55"
"Bosnia and Herz. (BA)","23.03.2021 15:00 - 23.03.2021 16:00 (CET)","N/A","271","N/A","N/A","614","N/A","N/A","N/A","N/A","N/A","N/A","N/A","853","N/A","N/A","N/A","N/A","n/e","N/A","n/e","63"
"Bosnia and Herz. (BA)","23.03.2021 16:00 - 23.03.2021 17:00 (CET)","N/A","272","N/A","N/A","623","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1032","N/A","N/A","N/A","N/A","n/e","N/A","n/e","65"
"Bosnia and Herz. (BA)","23.03.2021 17:00 - 23.03.2021 18:00 (CET)","N/A","272","N/A","N/A","1061","N/A","N/A","N/A","N/A","N/A","N/A","N/A","859","N/A","N/A","N/A","N/A","n/e","N/A","n/e","37"
"Bosnia and Herz. (BA)","23.03.2021 18:00 - 23.03.2021 19:00 (CET)","N/A","272","N/A","N/A","1081","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1397","N/A","N/A","N/A","N/A","n/e","N/A","n/e","72"
"Bosnia and Herz. (BA)","23.03.2021 19:00 - 23.03.2021 20:00 (CET)","N/A","0","N/A","N/A","922","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1371","N/A","N/A","N/A","N/A","n/e","N/A","n/e","85"
"Bosnia and Herz. (BA)","23.03.2021 20:00 - 23.03.2021 21:00 (CET)","N/A","272","N/A","N/A","655","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1249","N/A","N/A","N/A","N/A","n/e","N/A","n/e","41"
"Bosnia and Herz. (BA)","23.03.2021 21:00 - 23.03.2021 22:00 (CET)","N/A","273","N/A","N/A","750","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1026","N/A","N/A","N/A","N/A","n/e","N/A","n/e","85"
"Bosnia and Herz. (BA)","23.03.2021 22:00 - 23.03.2021 23:00 (CET)","N/A","478","N/A","N/A","1015","N/A","N/A","N/A","N/A","N/A","N/A","N/A","754","N/A","N/A","N/A","N/A","n/e","N/A","n/e","43"
"Bosnia and Herz. (BA)","23.03.2021 23:00 - 24.03.2021 00:00 (CET)","N/A","341","N/A","N/A","1274","N/A","N/A","N/A","N/A","N/A","N/A","N/A","767","N/A","N/A","N/A","N/A","n/e","N/A","n/e","84"
"Bosnia and Herz. (BA)","24.03.2021 00:00 - 24.03.2021 01:00 (CET)","N/A","272","N/A","N/A","947","N/A","N/A","N/A","N/A","N/A","N/A","N/A","454","N/A","N/A","N/A","N/A","n/e","N/A","n/e","84"
"Bosnia and Herz. (BA)","24.03.2021 01:00 - 24.03.2021 02:00 (CET)","N/A","272","N/A","N/A","931","N/A","N/A","N/A","N/A","N/A","N/A","N/A","381","N/A","N/A","N/A","N/A","n/e","N/A","n/e","83"
"Bosnia and Herz. (BA)","24.03.2021 02:00 - 24.03.2021 03:00 (CET)","N/A","272","N/A","N/A","947","N/A","N/A","N/A","N/A","N/A","N/A","N/A","362","N/A","N/A","N/A","N/A","n/e","N/A","n/e","82"
"Bosnia and Herz. (BA)","24.03.2021 03:00 - 24.03.2021 04:00 (CET)","N/A","272","N/A","N/A","945","N/A","N/A","N/A","N/A","N/A","N/A","N/A","346","N/A","N/A","N/A","N/A","n/e","N/A","n/e","78"
"Bosnia and Herz. (BA)","24.03.2021 04:00 - 24.03.2021 05:00 (CET)","N/A","273","N/A","N/A","949","N/A","N/A","N/A","N/A","N/A","N/A","N/A","356","N/A","N/A","N/A","N/A","n/e","N/A","n/e","78"
"Bosnia and Herz. (BA)","24.03.2021 05:00 - 24.03.2021 06:00 (CET)","N/A","273","N/A","N/A","944","N/A","N/A","N/A","N/A","N/A","N/A","N/A","452","N/A","N/A","N/A","N/A","n/e","N/A","n/e","77"
"Bosnia and Herz. (BA)","24.03.2021 06:00 - 24.03.2021 07:00 (CET)","N/A","273","N/A","N/A","993","N/A","N/A","N/A","N/A","N/A","N/A","N/A","767","N/A","N/A","N/A","N/A","n/e","N/A","n/e","83"
"Bosnia and Herz. (BA)","24.03.2021 07:00 - 24.03.2021 08:00 (CET)","N/A","272","N/A","N/A","998","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1105","N/A","N/A","N/A","N/A","n/e","N/A","n/e","84"
"Bosnia and Herz. (BA)","24.03.2021 08:00 - 24.03.2021 09:00 (CET)","N/A","272","N/A","N/A","1192","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1253","N/A","N/A","N/A","N/A","n/e","N/A","n/e","84"
"Bosnia and Herz. (BA)","24.03.2021 09:00 - 24.03.2021 10:00 (CET)","N/A","272","N/A","N/A","1000","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1253","N/A","N/A","N/A","N/A","n/e","N/A","n/e","82"
"Bosnia and Herz. (BA)","24.03.2021 10:00 - 24.03.2021 11:00 (CET)","N/A","272","N/A","N/A","999","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1190","N/A","N/A","N/A","N/A","n/e","N/A","n/e","77"
"Bosnia and Herz. (BA)","24.03.2021 11:00 - 24.03.2021 12:00 (CET)","N/A","273","N/A","N/A","1013","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1343","N/A","N/A","N/A","N/A","n/e","N/A","n/e","78"
"Bosnia and Herz. (BA)","24.03.2021 12:00 - 24.03.2021 13:00 (CET)","N/A","263","N/A","N/A","1017","N/A","N/A","N/A","N/A","N/A","N/A","N/A","991","N/A","N/A","N/A","N/A","n/e","N/A","n/e","83"
"Bosnia and Herz. (BA)","24.03.2021 13:00 - 24.03.2021 14:00 (CET)","N/A","272","N/A","N/A","1010","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1060","N/A","N/A","N/A","N/A","n/e","N/A","n/e","65"
"Bosnia and Herz. (BA)","24.03.2021 14:00 - 24.03.2021 15:00 (CET)","N/A","0","N/A","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","24.03.2021 15:00 - 24.03.2021 16:00 (CET)","N/A","271","N/A","N/A","1002","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1065","N/A","N/A","N/A","N/A","n/e","N/A","n/e","49"
"Bosnia and Herz. (BA)","24.03.2021 16:00 - 24.03.2021 17:00 (CET)","N/A","272","N/A","N/A","1009","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1092","N/A","N/A","N/A","N/A","n/e","N/A","n/e","48"
"Bosnia and Herz. (BA)","24.03.2021 17:00 - 24.03.2021 18:00 (CET)","N/A","271","N/A","N/A","1026","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1321","N/A","N/A","N/A","N/A","n/e","N/A","n/e","44"
"Bosnia and Herz. (BA)","24.03.2021 18:00 - 24.03.2021 19:00 (CET)","N/A","272","N/A","N/A","1025","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1418","N/A","N/A","N/A","N/A","n/e","N/A","n/e","35"
"Bosnia and Herz. (BA)","24.03.2021 19:00 - 24.03.2021 20:00 (CET)","N/A","272","N/A","N/A","1019","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1439","N/A","N/A","N/A","N/A","n/e","N/A","n/e","29"
"Bosnia and Herz. (BA)","24.03.2021 20:00 - 24.03.2021 21:00 (CET)","N/A","272","N/A","N/A","1025","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1323","N/A","N/A","N/A","N/A","n/e","N/A","n/e","40"
"Bosnia and Herz. (BA)","24.03.2021 21:00 - 24.03.2021 22:00 (CET)","N/A","273","N/A","N/A","1000","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1159","N/A","N/A","N/A","N/A","n/e","N/A","n/e","48"
"Bosnia and Herz. (BA)","24.03.2021 22:00 - 24.03.2021 23:00 (CET)","N/A","273","N/A","N/A","999","N/A","N/A","N/A","N/A","N/A","N/A","N/A","837","N/A","N/A","N/A","N/A","n/e","N/A","n/e","55"
"Bosnia and Herz. (BA)","24.03.2021 23:00 - 25.03.2021 00:00 (CET)","N/A","273","N/A","N/A","800","N/A","N/A","N/A","N/A","N/A","N/A","N/A","547","N/A","N/A","N/A","N/A","n/e","N/A","n/e","38"
"Bosnia and Herz. (BA)","25.03.2021 00:00 - 25.03.2021 01:00 (CET)","N/A","274","N/A","N/A","985","N/A","N/A","N/A","N/A","N/A","N/A","N/A","437","N/A","N/A","N/A","N/A","n/e","N/A","n/e","55"
"Bosnia and Herz. (BA)","25.03.2021 01:00 - 25.03.2021 02:00 (CET)","N/A","274","N/A","N/A","983","N/A","N/A","N/A","N/A","N/A","N/A","N/A","358","N/A","N/A","N/A","N/A","n/e","N/A","n/e","55"
"Bosnia and Herz. (BA)","25.03.2021 02:00 - 25.03.2021 03:00 (CET)","N/A","274","N/A","N/A","967","N/A","N/A","N/A","N/A","N/A","N/A","N/A","322","N/A","N/A","N/A","N/A","n/e","N/A","n/e","65"
"Bosnia and Herz. (BA)","25.03.2021 03:00 - 25.03.2021 04:00 (CET)","N/A","274","N/A","N/A","955","N/A","N/A","N/A","N/A","N/A","N/A","N/A","316","N/A","N/A","N/A","N/A","n/e","N/A","n/e","68"
"Bosnia and Herz. (BA)","25.03.2021 04:00 - 25.03.2021 05:00 (CET)","N/A","274","N/A","N/A","978","N/A","N/A","N/A","N/A","N/A","N/A","N/A","357","N/A","N/A","N/A","N/A","n/e","N/A","n/e","36"
"Bosnia and Herz. (BA)","25.03.2021 05:00 - 25.03.2021 06:00 (CET)","N/A","274","N/A","N/A","1017","N/A","N/A","N/A","N/A","N/A","N/A","N/A","432","N/A","N/A","N/A","N/A","n/e","N/A","n/e","17"
"Bosnia and Herz. (BA)","25.03.2021 06:00 - 25.03.2021 07:00 (CET)","N/A","274","N/A","N/A","1030","N/A","N/A","N/A","N/A","N/A","N/A","N/A","779","N/A","N/A","N/A","N/A","n/e","N/A","n/e","21"
"Bosnia and Herz. (BA)","25.03.2021 07:00 - 25.03.2021 08:00 (CET)","N/A","273","N/A","N/A","1010","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1075","N/A","N/A","N/A","N/A","n/e","N/A","n/e","22"
"Bosnia and Herz. (BA)","25.03.2021 08:00 - 25.03.2021 09:00 (CET)","N/A","273","N/A","N/A","1092","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1207","N/A","N/A","N/A","N/A","n/e","N/A","n/e","39"
"Bosnia and Herz. (BA)","25.03.2021 09:00 - 25.03.2021 10:00 (CET)","N/A","273","N/A","N/A","1097","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1162","N/A","N/A","N/A","N/A","n/e","N/A","n/e","56"
"Bosnia and Herz. (BA)","25.03.2021 10:00 - 25.03.2021 11:00 (CET)","N/A","273","N/A","N/A","1006","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1126","N/A","N/A","N/A","N/A","n/e","N/A","n/e","33"
"Bosnia and Herz. (BA)","25.03.2021 11:00 - 25.03.2021 12:00 (CET)","N/A","273","N/A","N/A","1116","N/A","N/A","N/A","N/A","N/A","N/A","N/A","968","N/A","N/A","N/A","N/A","n/e","N/A","n/e","17"
"Bosnia and Herz. (BA)","25.03.2021 12:00 - 25.03.2021 13:00 (CET)","N/A","272","N/A","N/A","1109","N/A","N/A","N/A","N/A","N/A","N/A","N/A","885","N/A","N/A","N/A","N/A","n/e","N/A","n/e","20"
"Bosnia and Herz. (BA)","25.03.2021 13:00 - 25.03.2021 14:00 (CET)","N/A","272","N/A","N/A","996","N/A","N/A","N/A","N/A","N/A","N/A","N/A","895","N/A","N/A","N/A","N/A","n/e","N/A","n/e","32"
"Bosnia and Herz. (BA)","25.03.2021 14:00 - 25.03.2021 15:00 (CET)","N/A","272","N/A","N/A","1007","N/A","N/A","N/A","N/A","N/A","N/A","N/A","848","N/A","N/A","N/A","N/A","n/e","N/A","n/e","46"
"Bosnia and Herz. (BA)","25.03.2021 15:00 - 25.03.2021 16:00 (CET)","N/A","272","N/A","N/A","1019","N/A","N/A","N/A","N/A","N/A","N/A","N/A","945","N/A","N/A","N/A","N/A","n/e","N/A","n/e","32"
"Bosnia and Herz. (BA)","25.03.2021 16:00 - 25.03.2021 17:00 (CET)","N/A","272","N/A","N/A","1024","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1069","N/A","N/A","N/A","N/A","n/e","N/A","n/e","20"
"Bosnia and Herz. (BA)","25.03.2021 17:00 - 25.03.2021 18:00 (CET)","N/A","272","N/A","N/A","829","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1233","N/A","N/A","N/A","N/A","n/e","N/A","n/e","46"
"Bosnia and Herz. (BA)","25.03.2021 18:00 - 25.03.2021 19:00 (CET)","N/A","273","N/A","N/A","809","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1391","N/A","N/A","N/A","N/A","n/e","N/A","n/e","23"
"Bosnia and Herz. (BA)","25.03.2021 19:00 - 25.03.2021 20:00 (CET)","N/A","273","N/A","N/A","1027","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1451","N/A","N/A","N/A","N/A","n/e","N/A","n/e","10"
"Bosnia and Herz. (BA)","25.03.2021 20:00 - 25.03.2021 21:00 (CET)","N/A","273","N/A","N/A","857","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1216","N/A","N/A","N/A","N/A","n/e","N/A","n/e","3"
"Bosnia and Herz. (BA)","25.03.2021 21:00 - 25.03.2021 22:00 (CET)","N/A","274","N/A","N/A","1012","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1261","N/A","N/A","N/A","N/A","n/e","N/A","n/e","6"
"Bosnia and Herz. (BA)","25.03.2021 22:00 - 25.03.2021 23:00 (CET)","N/A","274","N/A","N/A","1085","N/A","N/A","N/A","N/A","N/A","N/A","N/A","932","N/A","N/A","N/A","N/A","n/e","N/A","n/e","41"
"Bosnia and Herz. (BA)","25.03.2021 23:00 - 26.03.2021 00:00 (CET)","N/A","275","N/A","N/A","1091","N/A","N/A","N/A","N/A","N/A","N/A","N/A","622","N/A","N/A","N/A","N/A","n/e","N/A","n/e","13"
"Bosnia and Herz. (BA)","26.03.2021 00:00 - 26.03.2021 01:00 (CET)","N/A","274","N/A","N/A","1000","N/A","N/A","N/A","N/A","N/A","N/A","N/A","445","N/A","N/A","N/A","N/A","n/e","N/A","n/e","6"
"Bosnia and Herz. (BA)","26.03.2021 01:00 - 26.03.2021 02:00 (CET)","N/A","274","N/A","N/A","985","N/A","N/A","N/A","N/A","N/A","N/A","N/A","369","N/A","N/A","N/A","N/A","n/e","N/A","n/e","7"
"Bosnia and Herz. (BA)","26.03.2021 02:00 - 26.03.2021 03:00 (CET)","N/A","274","N/A","N/A","981","N/A","N/A","N/A","N/A","N/A","N/A","N/A","335","N/A","N/A","N/A","N/A","n/e","N/A","n/e","12"
"Bosnia and Herz. (BA)","26.03.2021 03:00 - 26.03.2021 04:00 (CET)","N/A","274","N/A","N/A","974","N/A","N/A","N/A","N/A","N/A","N/A","N/A","327","N/A","N/A","N/A","N/A","n/e","N/A","n/e","15"
"Bosnia and Herz. (BA)","26.03.2021 04:00 - 26.03.2021 05:00 (CET)","N/A","274","N/A","N/A","993","N/A","N/A","N/A","N/A","N/A","N/A","N/A","332","N/A","N/A","N/A","N/A","n/e","N/A","n/e","13"
