YEAR;MO;DY;HR;T2M
2018;3;28;8;4.75
2018;3;28;9;6.5
2018;3;28;10;7.42
2018;3;28;11;8.15
2018;3;28;12;8.64
2018;3;28;13;8.84
2018;3;28;14;8.65
2018;3;28;15;8.11
2018;3;28;16;6.59
2018;3;28;17;3.81
2018;3;28;18;1.97
2018;3;28;19;0.58
2018;3;28;20;-0.76
2018;3;28;21;-1.18
2018;3;28;22;-1.2
2018;3;28;23;-1.08
2018;3;29;0;-1.01
2018;3;29;1;-0.58
2018;3;29;2;0.4
2018;3;29;3;0.73
2018;3;29;4;0.61
2018;3;29;5;0.56
2018;3;29;6;2.12
2018;3;29;7;4.22
2018;3;29;8;6.68
2018;3;29;9;8.98
2018;3;29;10;10.58
2018;3;29;11;11.55
2018;3;29;12;11.83
2018;3;29;13;11.54
2018;3;29;14;11.03
2018;3;29;15;10.24
2018;3;29;16;8.82
2018;3;29;17;6.97
2018;3;29;18;5.71
2018;3;29;19;5.33
2018;3;29;20;5.13
2018;3;29;21;4.75
2018;3;29;22;4.3
2018;3;29;23;4.03
2018;3;30;0;4.03
2018;3;30;1;4.22
2018;3;30;2;4.45
2018;3;30;3;4.85
2018;3;30;4;5.16
2018;3;30;5;5.26
2018;3;30;6;6
2018;3;30;7;7.19
2018;3;30;8;8.66
2018;3;30;9;9.85
2018;3;30;10;11.13
2018;3;30;11;12.16
2018;3;30;12;12.58
2018;3;30;13;12.37
2018;3;30;14;11.83
2018;3;30;15;11.79
2018;3;30;16;10.91
2018;3;30;17;9.19
2018;3;30;18;8.2
2018;3;30;19;7.83
2018;3;30;20;7.47
2018;3;30;21;7.13
2018;3;30;22;6.81
2018;3;30;23;6.51
2018;3;31;0;6.2
2018;3;31;1;6.71
2018;3;31;2;7.52
2018;3;31;3;8.12
2018;3;31;4;8.48
2018;3;31;5;8.58
2018;3;31;6;9.15
2018;3;31;7;10.26
2018;3;31;8;11.8
2018;3;31;9;13.33
2018;3;31;10;14.38
2018;3;31;11;14.93
2018;3;31;12;14.44
2018;3;31;13;13.33
2018;3;31;14;12.11
2018;3;31;15;11.3
2018;3;31;16;10.45
2018;3;31;17;9.73
2018;3;31;18;9.15
2018;3;31;19;8.85
2018;3;31;20;8.24
2018;3;31;21;7.26
2018;3;31;22;6.33
2018;3;31;23;5.4
2018;4;1;0;4.8
2018;4;1;1;4.54
2018;4;1;2;4.33
2018;4;1;3;4.31
2018;4;1;4;4.2
2018;4;1;5;3.9
2018;4;1;6;4.3
2018;4;1;7;4.83
2018;4;1;8;5.44
2018;4;1;9;5.81
2018;4;1;10;5.98
2018;4;1;11;6.61
2018;4;1;12;7.15
2018;4;1;13;7.22
2018;4;1;14;7.12
2018;4;1;15;7.12
2018;4;1;16;6.75
2018;4;1;17;5.29
2018;4;1;18;3.73
2018;4;1;19;2.78
2018;4;1;20;1.83
2018;4;1;21;0.85
2018;4;1;22;0.37
2018;4;1;23;0.01
2018;4;2;0;-0.38
2018;4;2;1;-0.97
2018;4;2;2;-1.52
2018;4;2;3;-1.45
2018;4;2;4;-0.42
2018;4;2;5;0.94
2018;4;2;6;2.21
2018;4;2;7;4.37
2018;4;2;8;6.71
2018;4;2;9;9.67
2018;4;2;10;11.02
2018;4;2;11;11.64
2018;4;2;12;12.04
2018;4;2;13;12.21
2018;4;2;14;12.04
2018;4;2;15;11.42
2018;4;2;16;10.24
2018;4;2;17;7.49
2018;4;2;18;3.85
2018;4;2;19;3.25
2018;4;2;20;2.94
2018;4;2;21;2.2
2018;4;2;22;1.69
2018;4;2;23;1.53
2018;4;3;0;1.36
2018;4;3;1;1.13
2018;4;3;2;1.08
2018;4;3;3;1.25
2018;4;3;4;1.1
2018;4;3;5;1.02
2018;4;3;6;3.37
2018;4;3;7;6.44
2018;4;3;8;9.32
2018;4;3;9;11.32
2018;4;3;10;12.98
2018;4;3;11;14.27
2018;4;3;12;14.91
2018;4;3;13;14.96
2018;4;3;14;14.51
2018;4;3;15;13.6
2018;4;3;16;12.24
2018;4;3;17;9.81
2018;4;3;18;6.51
2018;4;3;19;5.42
2018;4;3;20;5.12
2018;4;3;21;5.09
2018;4;3;22;5.34
2018;4;3;23;5.09
2018;4;4;0;4.69
2018;4;4;1;4.11
2018;4;4;2;3.64
2018;4;4;3;3.26
2018;4;4;4;2.95
2018;4;4;5;2.87
2018;4;4;6;4.86
2018;4;4;7;7.67
2018;4;4;8;10.18
2018;4;4;9;12.13
2018;4;4;10;13.58
2018;4;4;11;14.35
2018;4;4;12;14.04
2018;4;4;13;13.05
2018;4;4;14;13.14
2018;4;4;15;12.97
2018;4;4;16;11.62
2018;4;4;17;9.62
2018;4;4;18;7.96
2018;4;4;19;7.57
2018;4;4;20;7.29
2018;4;4;21;6.78
2018;4;4;22;6.15
2018;4;4;23;5.76
2018;4;5;0;5.76
2018;4;5;1;5.78
2018;4;5;2;5.49
2018;4;5;3;4.97
2018;4;5;4;4.73
2018;4;5;5;4.83
2018;4;5;6;6.95
2018;4;5;7;9.43
2018;4;5;8;11.85
2018;4;5;9;13.81
2018;4;5;10;14.65
2018;4;5;11;13.31
2018;4;5;12;12.11
2018;4;5;13;11.8
2018;4;5;14;11.46
2018;4;5;15;10.85
2018;4;5;16;10.23
2018;4;5;17;9.37
2018;4;5;18;8.15
2018;4;5;19;7.54
2018;4;5;20;6.83
2018;4;5;21;6.84
2018;4;5;22;7.24
2018;4;5;23;7.02
2018;4;6;0;6.92
2018;4;6;1;6.84
2018;4;6;2;6.82
2018;4;6;3;6.73
2018;4;6;4;6.3
2018;4;6;5;5.69
2018;4;6;6;5.11
2018;4;6;7;5.09
2018;4;6;8;6.28
2018;4;6;9;7.91
2018;4;6;10;9.19
2018;4;6;11;10.08
2018;4;6;12;10.69
2018;4;6;13;10.98
2018;4;6;14;10.84
2018;4;6;15;10.22
2018;4;6;16;9.04
2018;4;6;17;7.03
2018;4;6;18;4.4
2018;4;6;19;3.4
2018;4;6;20;2.51
2018;4;6;21;2.19
2018;4;6;22;2.05
2018;4;6;23;2.7
2018;4;7;0;3.43
2018;4;7;1;3.69
2018;4;7;2;3.89
2018;4;7;3;3.83
2018;4;7;4;3.61
2018;4;7;5;3.87
2018;4;7;6;5.04
2018;4;7;7;5.95
2018;4;7;8;7.34
2018;4;7;9;9.21
2018;4;7;10;11.07
2018;4;7;11;12.76
2018;4;7;12;14.15
2018;4;7;13;14.91
2018;4;7;14;15.11
2018;4;7;15;14.68
2018;4;7;16;13.62
2018;4;7;17;11.19
2018;4;7;18;7.52
2018;4;7;19;6.19
2018;4;7;20;5.85
2018;4;7;21;6.14
2018;4;7;22;5.84
2018;4;7;23;5.24
2018;4;8;0;4.4
2018;4;8;1;4.1
2018;4;8;2;3.88
2018;4;8;3;3.64
2018;4;8;4;3.55
2018;4;8;5;3.73
2018;4;8;6;7.08
2018;4;8;7;10.35
2018;4;8;8;14.17
2018;4;8;9;16.69
2018;4;8;10;18.14
2018;4;8;11;19.21
2018;4;8;12;19.87
2018;4;8;13;20.06
2018;4;8;14;19.97
2018;4;8;15;19.48
2018;4;8;16;18.48
2018;4;8;17;15.54
2018;4;8;18;12.91
2018;4;8;19;11.27
2018;4;8;20;9.88
2018;4;8;21;8.77
2018;4;8;22;8.02
2018;4;8;23;7.34
2018;4;9;0;6.72
2018;4;9;1;6.24
2018;4;9;2;5.92
2018;4;9;3;5.69
2018;4;9;4;5.33
2018;4;9;5;5.31
2018;4;9;6;9.04
2018;4;9;7;12.38
2018;4;9;8;14.59
2018;4;9;9;16.08
2018;4;9;10;17.37
2018;4;9;11;18.26
2018;4;9;12;18.44
2018;4;9;13;17.78
2018;4;9;14;15.92
2018;4;9;15;13.12
2018;4;9;16;11.14
2018;4;9;17;10.01
2018;4;9;18;8.26
2018;4;9;19;7.19
2018;4;9;20;6.23
2018;4;9;21;5.33
2018;4;9;22;4.65
2018;4;9;23;4.16
2018;4;10;0;4.83
2018;4;10;1;5.48
2018;4;10;2;5.97
2018;4;10;3;6.11
2018;4;10;4;5.11
2018;4;10;5;5.41
2018;4;10;6;8.33
2018;4;10;7;10.21
2018;4;10;8;12.08
2018;4;10;9;13.65
2018;4;10;10;14.8
2018;4;10;11;15.5
2018;4;10;12;15.9
2018;4;10;13;16.05
2018;4;10;14;15.73
2018;4;10;15;14.98
2018;4;10;16;13.9
2018;4;10;17;11.77
2018;4;10;18;8.96
2018;4;10;19;8.18
2018;4;10;20;7.82
2018;4;10;21;7.91
2018;4;10;22;7.58
2018;4;10;23;6.87
2018;4;11;0;6.3
2018;4;11;1;5.77
2018;4;11;2;5.44
2018;4;11;3;4.97
2018;4;11;4;4.76
2018;4;11;5;4.84
2018;4;11;6;6.55
2018;4;11;7;8.38
2018;4;11;8;9.55
2018;4;11;9;11.32
2018;4;11;10;13.4
2018;4;11;11;16.12
2018;4;11;12;17.39
2018;4;11;13;17.9
2018;4;11;14;17.69
2018;4;11;15;17.16
2018;4;11;16;16.33
2018;4;11;17;13.9
2018;4;11;18;12.08
2018;4;11;19;11.14
2018;4;11;20;9.83
2018;4;11;21;8.65
2018;4;11;22;7.52
2018;4;11;23;6.5
2018;4;12;0;5.64
2018;4;12;1;5.33
2018;4;12;2;5.28
2018;4;12;3;5.19
2018;4;12;4;5.01
2018;4;12;5;5.26
2018;4;12;6;8.4
2018;4;12;7;12.13
2018;4;12;8;15.32
2018;4;12;9;18.15
2018;4;12;10;19.61
2018;4;12;11;20.66
2018;4;12;12;21.39
2018;4;12;13;21.64
2018;4;12;14;21.31
2018;4;12;15;20.22
2018;4;12;16;18.18
2018;4;12;17;15.26
2018;4;12;18;11.9
2018;4;12;19;10.62
2018;4;12;20;10.08
2018;4;12;21;9.71
2018;4;12;22;9.36
2018;4;12;23;8.9
2018;4;13;0;8.3
2018;4;13;1;7.4
2018;4;13;2;6.62
2018;4;13;3;5.69
2018;4;13;4;5.15
2018;4;13;5;5.57
2018;4;13;6;8.94
2018;4;13;7;11.43
2018;4;13;8;13.48
2018;4;13;9;14.96
2018;4;13;10;16.09
2018;4;13;11;16.92
2018;4;13;12;17.44
2018;4;13;13;17.51
2018;4;13;14;17.23
2018;4;13;15;16.73
2018;4;13;16;15.69
2018;4;13;17;13.12
2018;4;13;18;10.22
2018;4;13;19;9.84
2018;4;13;20;9.68
2018;4;13;21;9.31
2018;4;13;22;8.53
2018;4;13;23;7.76
2018;4;14;0;7.1
2018;4;14;1;6.56
2018;4;14;2;6.12
2018;4;14;3;5.67
2018;4;14;4;5.43
2018;4;14;5;5.44
2018;4;14;6;8.64
2018;4;14;7;11.48
2018;4;14;8;14.15
2018;4;14;9;16.27
2018;4;14;10;18.08
2018;4;14;11;19.51
2018;4;14;12;20.29
2018;4;14;13;20.49
2018;4;14;14;20.15
2018;4;14;15;19.33
2018;4;14;16;17.94
2018;4;14;17;16.1
2018;4;14;18;12.98
2018;4;14;19;11.69
2018;4;14;20;11.11
2018;4;14;21;10.83
2018;4;14;22;10.53
2018;4;14;23;9.67
2018;4;15;0;9.31
2018;4;15;1;9.64
2018;4;15;2;9.88
2018;4;15;3;9.94
2018;4;15;4;9.86
2018;4;15;5;10.51
2018;4;15;6;11.55
2018;4;15;7;13.83
2018;4;15;8;18.31
2018;4;15;9;20.89
2018;4;15;10;22.08
2018;4;15;11;21.95
2018;4;15;12;21.95
2018;4;15;13;22.38
2018;4;15;14;22.63
2018;4;15;15;22.19
2018;4;15;16;19.26
2018;4;15;17;16.68
2018;4;15;18;15.27
2018;4;15;19;13.55
2018;4;15;20;13.47
2018;4;15;21;12.99
2018;4;15;22;11.9
2018;4;15;23;10.98
2018;4;16;0;10.13
2018;4;16;1;9.86
2018;4;16;2;9.83
2018;4;16;3;9.63
2018;4;16;4;9.35
2018;4;16;5;9.37
2018;4;16;6;11.52
2018;4;16;7;13.18
2018;4;16;8;14.44
2018;4;16;9;15.51
2018;4;16;10;16.59
2018;4;16;11;17.92
2018;4;16;12;18.69
2018;4;16;13;18.75
2018;4;16;14;18.27
2018;4;16;15;17.47
2018;4;16;16;16.23
2018;4;16;17;14.17
2018;4;16;18;11.31
2018;4;16;19;10.3
2018;4;16;20;9.67
2018;4;16;21;9.03
2018;4;16;22;8.63
2018;4;16;23;8.36
2018;4;17;0;8.25
2018;4;17;1;8.23
2018;4;17;2;8.01
2018;4;17;3;7.5
2018;4;17;4;6.89
2018;4;17;5;6.88
2018;4;17;6;9.57
2018;4;17;7;11.44
2018;4;17;8;12.34
2018;4;17;9;12.9
2018;4;17;10;13.41
2018;4;17;11;13.44
2018;4;17;12;12.83
2018;4;17;13;12.19
2018;4;17;14;11.65
2018;4;17;15;11.3
2018;4;17;16;11.12
2018;4;17;17;10.76
2018;4;17;18;9.97
2018;4;17;19;9.67
2018;4;17;20;9.34
2018;4;17;21;8.95
2018;4;17;22;8.93
2018;4;17;23;9.17
2018;4;18;0;9.26
2018;4;18;1;9.54
2018;4;18;2;9.79
2018;4;18;3;9.9
2018;4;18;4;9.76
2018;4;18;5;9.67
2018;4;18;6;10.19
2018;4;18;7;10.76
2018;4;18;8;10.95
2018;4;18;9;10.81
2018;4;18;10;10.6
2018;4;18;11;10.68
2018;4;18;12;11.27
2018;4;18;13;12.26
2018;4;18;14;12.62
2018;4;18;15;12.33
2018;4;18;16;11.69
2018;4;18;17;10.81
2018;4;18;18;9.97
2018;4;18;19;9.5
2018;4;18;20;9.24
2018;4;18;21;8.91
2018;4;18;22;8.52
2018;4;18;23;8.23
2018;4;19;0;7.96
2018;4;19;1;7.8
2018;4;19;2;7.5
2018;4;19;3;7.14
2018;4;19;4;6.81
2018;4;19;5;7.16
2018;4;19;6;9.5
2018;4;19;7;11.83
2018;4;19;8;13.87
2018;4;19;9;15.32
2018;4;19;10;16.55
2018;4;19;11;17.42
2018;4;19;12;17.88
2018;4;19;13;17.96
2018;4;19;14;17.72
2018;4;19;15;17.13
2018;4;19;16;16.07
2018;4;19;17;14.12
2018;4;19;18;10.2
2018;4;19;19;8.72
2018;4;19;20;8.37
2018;4;19;21;8.45
2018;4;19;22;8.63
2018;4;19;23;8.37
2018;4;20;0;7.72
2018;4;20;1;7.05
2018;4;20;2;6.51
2018;4;20;3;6.06
2018;4;20;4;5.58
2018;4;20;5;6.09
2018;4;20;6;10.28
2018;4;20;7;12.69
2018;4;20;8;14.55
2018;4;20;9;15.87
2018;4;20;10;16.8
2018;4;20;11;17.37
2018;4;20;12;17.47
2018;4;20;13;17.17
2018;4;20;14;16.48
2018;4;20;15;15.46
2018;4;20;16;14.12
2018;4;20;17;12.33
2018;4;20;18;9.25
2018;4;20;19;7.51
2018;4;20;20;6.73
2018;4;20;21;5.8
2018;4;20;22;5.15
2018;4;20;23;4.92
2018;4;21;0;5.08
2018;4;21;1;5.33
2018;4;21;2;5.37
2018;4;21;3;5.3
2018;4;21;4;4.93
2018;4;21;5;4.87
2018;4;21;6;7.87
2018;4;21;7;11.11
2018;4;21;8;14.14
2018;4;21;9;16.36
2018;4;21;10;18.07
2018;4;21;11;19.39
2018;4;21;12;20.23
2018;4;21;13;20.58
2018;4;21;14;20.38
2018;4;21;15;19.76
2018;4;21;16;19.85
2018;4;21;17;17.71
2018;4;21;18;14.19
2018;4;21;19;13.54
2018;4;21;20;13.08
2018;4;21;21;12
2018;4;21;22;10.26
2018;4;21;23;8.52
2018;4;22;0;7.37
2018;4;22;1;6.76
2018;4;22;2;6.48
2018;4;22;3;6.48
2018;4;22;4;6.33
2018;4;22;5;7
2018;4;22;6;10.95
2018;4;22;7;14.05
2018;4;22;8;17.03
2018;4;22;9;18.69
2018;4;22;10;20.04
2018;4;22;11;21.1
2018;4;22;12;21.81
2018;4;22;13;22.1
2018;4;22;14;21.91
2018;4;22;15;21.52
2018;4;22;16;21.59
2018;4;22;17;18.94
2018;4;22;18;15.73
2018;4;22;19;15.12
2018;4;22;20;14.33
2018;4;22;21;12.57
2018;4;22;22;11.14
2018;4;22;23;10.33
2018;4;23;0;9.97
2018;4;23;1;9.86
2018;4;23;2;10.09
2018;4;23;3;10.54
2018;4;23;4;10.48
2018;4;23;5;10.56
2018;4;23;6;12.99
2018;4;23;7;15.66
2018;4;23;8;18.88
2018;4;23;9;20.37
2018;4;23;10;21.62
2018;4;23;11;22.61
2018;4;23;12;23.24
2018;4;23;13;23.47
2018;4;23;14;23.28
2018;4;23;15;22.98
2018;4;23;16;23.89
2018;4;23;17;21.14
2018;4;23;18;17.65
2018;4;23;19;16.33
2018;4;23;20;15.27
2018;4;23;21;14.02
2018;4;23;22;12.9
2018;4;23;23;11.79
2018;4;24;0;10.54
2018;4;24;1;9.55
2018;4;24;2;9.05
2018;4;24;3;8.68
2018;4;24;4;8.27
2018;4;24;5;9.08
2018;4;24;6;12.6
2018;4;24;7;15.26
2018;4;24;8;18.02
2018;4;24;9;19.63
2018;4;24;10;20.8
2018;4;24;11;21.63
2018;4;24;12;22.05
2018;4;24;13;21.98
2018;4;24;14;21.51
2018;4;24;15;20.73
2018;4;24;16;19.58
2018;4;24;17;17.73
2018;4;24;18;15.07
2018;4;24;19;13.92
2018;4;24;20;13.26
2018;4;24;21;12.73
2018;4;24;22;12.23
2018;4;24;23;11.86
2018;4;25;0;11.56
2018;4;25;1;11.17
2018;4;25;2;10.55
2018;4;25;3;9.71
2018;4;25;4;9.16
2018;4;25;5;9.96
2018;4;25;6;13.16
2018;4;25;7;15.82
2018;4;25;8;18.7
2018;4;25;9;20.25
2018;4;25;10;21.4
2018;4;25;11;22.23
2018;4;25;12;22.65
2018;4;25;13;22.64
2018;4;25;14;22.37
2018;4;25;15;21.67
2018;4;25;16;20.58
2018;4;25;17;18.36
2018;4;25;18;14.51
2018;4;25;19;12.72
2018;4;25;20;12.05
2018;4;25;21;11.51
2018;4;25;22;10.91
2018;4;25;23;10.43
2018;4;26;0;9.9
2018;4;26;1;9.46
2018;4;26;2;9.11
2018;4;26;3;8.82
2018;4;26;4;8.69
2018;4;26;5;9.7
2018;4;26;6;13.47
2018;4;26;7;16.4
2018;4;26;8;18.74
2018;4;26;9;20.1
2018;4;26;10;21.23
2018;4;26;11;22.04
2018;4;26;12;22.48
2018;4;26;13;22.54
2018;4;26;14;22.35
2018;4;26;15;21.83
2018;4;26;16;20.92
2018;4;26;17;19.27
2018;4;26;18;17.34
2018;4;26;19;15.11
2018;4;26;20;13.19
2018;4;26;21;11.99
2018;4;26;22;10.94
2018;4;26;23;10.13
2018;4;27;0;9.91
2018;4;27;1;9.35
2018;4;27;2;8.75
2018;4;27;3;8.24
2018;4;27;4;7.86
2018;4;27;5;7.79
2018;4;27;6;8.46
2018;4;27;7;9.92
2018;4;27;8;12.11
2018;4;27;9;14.8
2018;4;27;10;17.23
2018;4;27;11;19.26
2018;4;27;12;20.8
2018;4;27;13;21.73
2018;4;27;14;21.96
2018;4;27;15;21.58
2018;4;27;16;20.94
2018;4;27;17;19.93
2018;4;27;18;15.69
2018;4;27;19;13.67
2018;4;27;20;12.53
2018;4;27;21;11.78
2018;4;27;22;11.19
2018;4;27;23;10.8
2018;4;28;0;10.87
2018;4;28;1;11.01
2018;4;28;2;11.3
2018;4;28;3;11.8
2018;4;28;4;12.12
2018;4;28;5;12.76
2018;4;28;6;15.3
2018;4;28;7;17.82
2018;4;28;8;20.98
2018;4;28;9;22.31
2018;4;28;10;23.34
2018;4;28;11;24.05
2018;4;28;12;24.04
2018;4;28;13;23.87
2018;4;28;14;23.82
2018;4;28;15;24.07
2018;4;28;16;22.83
2018;4;28;17;19.94
2018;4;28;18;17.68
2018;4;28;19;16.73
2018;4;28;20;16.01
2018;4;28;21;14.97
2018;4;28;22;14.49
2018;4;28;23;14.44
2018;4;29;0;14.3
2018;4;29;1;14.04
2018;4;29;2;13.63
2018;4;29;3;13.16
2018;4;29;4;12.23
2018;4;29;5;12.24
2018;4;29;6;14.69
2018;4;29;7;16.87
2018;4;29;8;18.84
2018;4;29;9;20.2
2018;4;29;10;21.12
2018;4;29;11;21.96
2018;4;29;12;22.71
2018;4;29;13;23.3
2018;4;29;14;23.46
2018;4;29;15;23.35
2018;4;29;16;24.49
2018;4;29;17;21.24
2018;4;29;18;18.7
2018;4;29;19;16.71
2018;4;29;20;14.23
2018;4;29;21;12.58
2018;4;29;22;12.19
2018;4;29;23;11.71
2018;4;30;0;11.07
2018;4;30;1;10.51
2018;4;30;2;10.14
2018;4;30;3;9.79
2018;4;30;4;9.55
2018;4;30;5;10.53
2018;4;30;6;13.9
2018;4;30;7;16.56
2018;4;30;8;18.9
2018;4;30;9;20.27
2018;4;30;10;21.06
2018;4;30;11;21.32
2018;4;30;12;21.12
2018;4;30;13;20.88
2018;4;30;14;20.52
2018;4;30;15;20.14
2018;4;30;16;19.38
2018;4;30;17;17.64
2018;4;30;18;14.1
2018;4;30;19;12.25
2018;4;30;20;11.55
2018;4;30;21;10.86
2018;4;30;22;10.38
2018;4;30;23;10.06
2018;5;1;0;9.86
2018;5;1;1;9.48
2018;5;1;2;9.27
2018;5;1;3;9.19
2018;5;1;4;8.98
2018;5;1;5;10.1
2018;5;1;6;13.78
2018;5;1;7;16.62
2018;5;1;8;18.82
2018;5;1;9;20.21
2018;5;1;10;21.37
2018;5;1;11;22.14
2018;5;1;12;22.27
2018;5;1;13;22.05
2018;5;1;14;21.73
2018;5;1;15;21.26
2018;5;1;16;20.32
2018;5;1;17;18.58
2018;5;1;18;15.81
2018;5;1;19;15.01
2018;5;1;20;14.58
2018;5;1;21;13.89
2018;5;1;22;13.19
2018;5;1;23;12.76
2018;5;2;0;12.58
2018;5;2;1;12.62
2018;5;2;2;12.95
2018;5;2;3;13.05
2018;5;2;4;12.63
2018;5;2;5;12.43
2018;5;2;6;15.4
2018;5;2;7;18.12
2018;5;2;8;20.23
2018;5;2;9;21.65
2018;5;2;10;22.79
2018;5;2;11;23.45
2018;5;2;12;23.29
2018;5;2;13;22.77
2018;5;2;14;21.94
2018;5;2;15;21.04
2018;5;2;16;20.27
2018;5;2;17;18.87
2018;5;2;18;17.8
2018;5;2;19;16.96
2018;5;2;20;16.01
2018;5;2;21;15.1
2018;5;2;22;14.27
2018;5;2;23;13.55
2018;5;3;0;13.02
2018;5;3;1;12.46
2018;5;3;2;11.63
2018;5;3;3;11
2018;5;3;4;10.52
2018;5;3;5;11.35
2018;5;3;6;14.56
2018;5;3;7;17.12
2018;5;3;8;19.83
2018;5;3;9;21.51
2018;5;3;10;22.19
2018;5;3;11;22.58
2018;5;3;12;22.38
2018;5;3;13;20.83
2018;5;3;14;18.83
2018;5;3;15;16.92
2018;5;3;16;15.39
2018;5;3;17;14.33
2018;5;3;18;13.04
2018;5;3;19;11.93
2018;5;3;20;11.51
2018;5;3;21;11.34
2018;5;3;22;11.05
2018;5;3;23;10.9
2018;5;4;0;10.76
2018;5;4;1;10.83
2018;5;4;2;11.12
2018;5;4;3;11.15
2018;5;4;4;10.88
2018;5;4;5;11.22
2018;5;4;6;13.13
2018;5;4;7;15.27
2018;5;4;8;17.37
2018;5;4;9;18.65
2018;5;4;10;19.58
2018;5;4;11;20.25
2018;5;4;12;20.29
2018;5;4;13;20.04
2018;5;4;14;19.31
2018;5;4;15;18.07
2018;5;4;16;16.8
2018;5;4;17;15.8
2018;5;4;18;14.95
2018;5;4;19;14.48
2018;5;4;20;14.62
2018;5;4;21;14.58
2018;5;4;22;14.35
2018;5;4;23;14.08
2018;5;5;0;13.82
2018;5;5;1;13.55
2018;5;5;2;13.26
2018;5;5;3;12.88
2018;5;5;4;12.58
2018;5;5;5;12.89
2018;5;5;6;13.61
2018;5;5;7;14.4
2018;5;5;8;14.79
2018;5;5;9;14.94
2018;5;5;10;15.39
2018;5;5;11;16.68
2018;5;5;12;17.32
2018;5;5;13;18.22
2018;5;5;14;18.19
2018;5;5;15;17.65
2018;5;5;16;16.8
2018;5;5;17;15.65
2018;5;5;18;14.57
2018;5;5;19;14.02
2018;5;5;20;13.8
2018;5;5;21;13.58
2018;5;5;22;13.51
2018;5;5;23;13.5
2018;5;6;0;13.54
2018;5;6;1;13.58
2018;5;6;2;13.28
2018;5;6;3;12.69
2018;5;6;4;12.21
2018;5;6;5;12.69
2018;5;6;6;13.32
2018;5;6;7;14.08
2018;5;6;8;15.62
2018;5;6;9;17.58
2018;5;6;10;18.68
2018;5;6;11;19.29
2018;5;6;12;19.3
2018;5;6;13;19.05
2018;5;6;14;18.25
2018;5;6;15;17.3
2018;5;6;16;16.37
2018;5;6;17;15.33
2018;5;6;18;14.1
2018;5;6;19;13.33
2018;5;6;20;12.96
2018;5;6;21;12.56
2018;5;6;22;12.3
2018;5;6;23;12.01
2018;5;7;0;11.54
2018;5;7;1;11.13
2018;5;7;2;10.8
2018;5;7;3;10.57
2018;5;7;4;10.33
2018;5;7;5;10.76
2018;5;7;6;11.79
2018;5;7;7;13.87
2018;5;7;8;16.08
2018;5;7;9;17.66
2018;5;7;10;18.79
2018;5;7;11;19.51
2018;5;7;12;19.76
2018;5;7;13;19.65
2018;5;7;14;19.3
2018;5;7;15;18.38
2018;5;7;16;17.37
2018;5;7;17;16.23
2018;5;7;18;14.22
2018;5;7;19;12.44
2018;5;7;20;11.77
2018;5;7;21;10.97
2018;5;7;22;10.02
2018;5;7;23;9.3
2018;5;8;0;9.19
2018;5;8;1;8.91
2018;5;8;2;8.56
2018;5;8;3;8.33
2018;5;8;4;8.33
2018;5;8;5;9.63
2018;5;8;6;12.05
2018;5;8;7;14.25
2018;5;8;8;16.01
2018;5;8;9;17.32
2018;5;8;10;18.35
2018;5;8;11;19.03
2018;5;8;12;19.28
2018;5;8;13;19.19
2018;5;8;14;18.78
2018;5;8;15;18.09
2018;5;8;16;17.12
2018;5;8;17;15.55
2018;5;8;18;13.19
2018;5;8;19;11.44
2018;5;8;20;10.92
2018;5;8;21;10.7
2018;5;8;22;10.55
2018;5;8;23;10.43
2018;5;9;0;10.43
2018;5;9;1;10.29
2018;5;9;2;10.2
2018;5;9;3;10.12
2018;5;9;4;10.06
2018;5;9;5;10.5
2018;5;9;6;12.38
2018;5;9;7;14.37
2018;5;9;8;15.75
2018;5;9;9;17.08
2018;5;9;10;17.81
2018;5;9;11;17.66
2018;5;9;12;17.54
2018;5;9;13;17.4
2018;5;9;14;17.14
2018;5;9;15;16.68
2018;5;9;16;15.97
2018;5;9;17;14.96
2018;5;9;18;13.51
2018;5;9;19;12.41
2018;5;9;20;12.15
2018;5;9;21;12.08
2018;5;9;22;11.88
2018;5;9;23;11.6
2018;5;10;0;11.33
2018;5;10;1;10.98
2018;5;10;2;10.67
2018;5;10;3;10.39
2018;5;10;4;10.04
2018;5;10;5;10.65
2018;5;10;6;12.95
2018;5;10;7;15.89
2018;5;10;8;17.77
2018;5;10;9;19.26
2018;5;10;10;20.21
2018;5;10;11;20.73
2018;5;10;12;20.87
2018;5;10;13;20.55
2018;5;10;14;20.46
2018;5;10;15;19.91
2018;5;10;16;18.94
2018;5;10;17;17.61
2018;5;10;18;15.08
2018;5;10;19;12.8
2018;5;10;20;11.95
2018;5;10;21;11.45
2018;5;10;22;11.29
2018;5;10;23;11.23
2018;5;11;0;11.16
2018;5;11;1;10.99
2018;5;11;2;10.73
2018;5;11;3;10.39
2018;5;11;4;9.98
2018;5;11;5;10.86
2018;5;11;6;12.66
2018;5;11;7;14.98
2018;5;11;8;16.98
2018;5;11;9;18.44
2018;5;11;10;19.55
2018;5;11;11;20.27
2018;5;11;12;20.69
2018;5;11;13;20.69
2018;5;11;14;20.17
2018;5;11;15;19.51
2018;5;11;16;18.38
2018;5;11;17;17.08
2018;5;11;18;14.95
2018;5;11;19;12.94
2018;5;11;20;12.28
2018;5;11;21;12
2018;5;11;22;11.77
2018;5;11;23;11.69
2018;5;12;0;11.5
2018;5;12;1;11.15
2018;5;12;2;10.94
